SMILES,IE
Cc1cn(C)c(cc1=c1ccn(C)cc1)/N=C(/C)\O,1.609
CN(C)c1c/c(=c/2\ccn(C)c(c2)OC)/ccn1C,1.609
CC[C]1C(=c2ccn(C)cc2)C=CN(C)[C]1N,1.61
[NH][CH]N1C(=N)CNC1=O,1.611
C/C(=N/c1cc(=c2ccn(C)cc2)cc(n1C)OC)/O,1.611
CNc1cn(C)cc/c/1=c\1/ccn(C)cc1c1ccccc1,1.613
NC1=NO[C]([N]1)N1CC1,1.613
Cn1ccc(=c2cc(n(C)cc2N)OC)cc1,1.614
CCc1cn(C)c(cc1=c1ccn(C)cc1)OCCOC,1.616
CNC1=CN(C)C=C([C]1[C]1C=CN(C)C=C1)O,1.617
C/C(=N\Cn1cc/c(=c/2\ccn(C)c(c2)OC)/cc1)/O,1.619
CCc1cn(C)cc/c/1=c\1/ccn(C)c(c1)N,1.62
Cc1c/c(=c/2\ccn(C)c(c2)N)/ccn1C,1.62
CCC1=CN(C)C=C[C]1[C]1C=CN(C)C=C1CC,1.621
NC(=O)N1[CH][N]C[C]1[NH],1.622
Cc1cc(=c2ccn(C)cc2)cc(/N=C(/C)\O)n1C,1.623
[NH][CH]N1CC(=O)NC1=N,1.624
CNc1cn(C)c(cc1=c1ccn(C)cc1)OCCOC,1.625
Cn1ccc(=c2c(cn(C)cc2O)N)cc1,1.627
Cn1cc/c(=c\2/ccn(C)c(c2)O)/cc1N,1.627
CCc1cc(=c2ccn(C)cc2)cc(NC)n1C,1.628
CC(C)(C)[C]1[CH]N(C)C=C[C]1[C]1C=CN(C)C=C1N,1.629
CN1C=C[C]([C]2C=CN(C)C=C2OCCOCCOCCOC)C(=C1)N,1.63
CC1=[N]=C(NC=N)[N]O1,1.631
CCCn1ccc(=c2ccn(C)c(c2)NC)cc1,1.632
Cn1cc/c(=c\2/ccn(C)c(c2)OCCOC)/cc1OC,1.632
Cc1c(OC=O)cno1,1.632
Cc1cn(C)cc/c/1=c\1/ccn(C)c(c1)N,1.633
C/N=C/Oc1n[nH]nc1,1.633
Cc1cn(C)cc/c/1=c/1\ccn(C)c(c1)OCCOC,1.633
CCc1c/c(=c\2/ccn(C)cc2OCCOC)/ccn1C,1.634
Cn1cc/c(=c\2/ccn(C)cc2N)/c(c1)c1ccccc1,1.634
CC(C)(C)c1cn(C)c(cc1=c1ccn(C)cc1)OCCOC,1.636
CNc1cc(=c2ccn(C)cc2)cc(n1C)O,1.637
C/C(=N/c1cn(C)cc(c1=c1ccn(C)cc1)N)/O,1.639
CNc1cc(=c2ccn(C)cc2)ccn1C,1.64
Cn1cc/c(=c\2/ccn(C)c(c2)OCCOC)/cc1OCCOC,1.642
C[C@]12N[C@H]1C[CH]C=C[CH]2,1.643
Cn1cc/c(=c\2/ccn(C)c(c2)OCCOC)/cc1O,1.643
Cc1cc(=c2ccn(C)cc2)cc(N)n1C,1.644
N=C1CC(=N)NC(=O)N1,1.646
CNC1=CN(C)C=C[C]1[C]1C=CN(C)C(=C1)O,1.646
Cn1cc/c(=c\2/ccn(C)cc2OC)/c(c1)O,1.647
CCCn1ccc(=c2ccn(C)cc2)cc1OCCOC,1.649
CNc1c(c(=c2ccn(C)cc2)ccn1C)OC,1.651
CC1=C[C](C=CN1C)[C]1C=CN(C)C=C1N,1.651
CN(C)C1=C[C](C=CN1C)[C]1C=CN(C)C=C1N,1.651
CNc1c/c(=c\2/ccn(C)cc2OCCOC)/ccn1C,1.653
C(Cn1cccc1)c1cc2=c3n(CCCn2cc1)ccc(c3)C,1.654
CN(C)c1c/c(=c/2\ccn(C)c(c2)N)/ccn1C,1.655
O=C1N[C]2[CH]CO[C@H]2O1,1.657
CCc1cc(=c2ccn(C)cc2)cc(/N=C(/C)\O)n1C,1.657
N=C1CN=CNC(=O)N1,1.657
Cn1ccc(=c2cc(N)n(C)c(c2)O)cc1,1.657
CNC1=C[C](C=CN1C)[C]1C=CN(C)C=C1O,1.658
CCC1=C[C](C=CN1C)[C]1C=CN(C)C=C1NC,1.659
Cc1c(c(=c2ccn(C)cc2)ccn1C)OCCOCCOCCOC,1.659
CC(C)(C)c1cn(C)cc/c/1=c/1\ccn(C)c(c1)NC,1.66
C[C@@]12CC[CH][C]3CN1[C@@H]23,1.66
Cn1cc/c(=c/2\ccn(C)c(c2)OCCOC)/c(c1)OCCOC,1.661
CC(C)(C)c1c/c(=c\2/ccn(C)c(c2)OCCOC)/ccn1C,1.661
CNC1=CN(C)C=C[C]1[C]1C=CN(C)C=C1OCCOC,1.661
C=Cc1c/c(=c\2/ccn(C)c(c2)OC)/ccn1C,1.661
CNc1cc(=c2ccn(cc2)CC(=O)O)ccn1C,1.662
C[C@H]1C[C@@H]2[C@H]3N2C[C]3[CH]1,1.662
CC(C)(C)c1c/c(=c/2\ccn(C)c(c2)NC)/ccn1C,1.662
Cc1c(c(=c2ccn(C)cc2)ccn1C)/N=C(/C)\O,1.662
C=CCn1ccc(=c2ccn(C)cc2)cc1NC,1.663
Oc1cn(C=O)cc1O,1.663
NC(=O)c1n[nH]cc1N,1.663
CC(C)(C)Cn1ccc(=c2ccn(C)c(c2)OC)cc1,1.664
O[C@H]1[C@@H](CC#N)OC1=O,1.664
CC(C)(C)c1c/c(=c/2\ccn(C)c(c2)OCCOCCOC)/ccn1C,1.665
Cn1ccc(=c2ccn(C)c(c2)OC)cc1,1.665
N=C(NCC#N)NC=O,1.667
C/C(=N/c1cn(C)cc/c/1=c\1/ccn(C)c(c1)OC)/O,1.667
CNC1=CN(C)C=C[C]1[C]1C=CN(C)C=C1OCCOC,1.668
CC1=C[C]([C]2C=CN(C)C=C2)C(=CN1C)N,1.669
CN(C=O)c1n[nH]nc1,1.669
CCC1=CN(C)C=C[C]1[C]1C=CN(C)C(=C1)OCCOCCOCCOC,1.67
NC(=O)n1cnc(N)c1,1.67
C1OCC1N1[CH][N][N][N]1,1.673
C/C(=N/c1c/c(=c\2/ccn(C)c(c2)OC)/ccn1C)/O,1.673
CCCn1ccc(=c2ccn(C)cc2)cc1NC,1.674
CC1=CN(C)C=C[C]1[C]1C=CN(C)C=C1O,1.675
C[C@H]1CC[C](C)[C]1C#N,1.675
NC(=N)c1c(N)nco1,1.677
Cn1ccc(=c2ccn(C)c(c2)N)cc1,1.677
CNc1c/c(=c/2\ccn(C)cc2OC)/ccn1C,1.677
Cc1cn(C)cc(c1=c1ccn(C)cc1)/N=C(/C)\O,1.678
CCn1ccc(=c2ccn(C)cc2)cc1NC,1.678
Cn1ccc(=c2cc(n(C)cc2c2ccccc2)OC)cc1,1.679
CN1C=C[C]([C]2C=CN(C)C(=C2)OCCOC)C(=C1)O,1.68
Cn1cc/c(=c\2/ccn(C)c(c2)OC)/c(c1)OCCOCCOCCOC,1.681
O[N]C1=C[CH]OC(=C1)O,1.681
Cn1cc/c(=c/2\ccn(C)c(c2)OCCOCCOC)/cc1OC,1.682
CCC1=CN(C)C=C[C]1[C]1C=CN(C)[CH][C]1C(C)(C)C,1.682
CCCN1C=C[C]([C]2C=CN(C)C=C2)C(=C1)NC,1.683
Cc1cn(C)cc/c/1=c/1\ccn(C)c(c1)/N=C(/C)\O,1.684
CNc1cn(C)c(cc1=c1ccn(C)cc1)OCCOCCOC,1.684
N[C]1[CH]C(=N)N[C]([NH])O1,1.684
Cn1cc/c(=c\2/ccn(C)c(c2)OCCOC)/c(c1)OC,1.685
Cn1ccc(=c2ccn(C)c(c2)OCCOC)cc1,1.686
CCC1=C[C]([C]2C=CN(C)C=C2)C(=CN1C)N,1.686
CN1C=C[C]([C]2C=CN(C)C=C2OC)C(=C1)N,1.686
C=Cc1c/c(=c\2/ccn(C)c(c2)OCCOC)/ccn1C,1.687
CN(C)c1cc(=c2ccn(C)cc2)cc(n1C)OC,1.688
C/C(=N/c1cn(C)cc/c/1=c\1/ccn(C)c(c1)OCCOC)/O,1.689
C[C@H]1CC[C](C#N)[C]1C,1.689
CN(C)C1=CN(C)C=C[C]1[C]1C=CN(C)C=C1O,1.691
CC(C)(C)[C]1[CH]N(C)C=C/C/1=c\1/ccn(C)cc1OCCOCCOCCOC,1.693
CNc1cc(=c2ccn(C)cc2)c(cn1C)c1ccccc1,1.693
Cn1cc/c(=c/2\ccn(C)c(c2)N)/c(c1)OC,1.694
Cn1cc/c(=c\2/ccn(C)c(c2)N)/c(c1)OCCOC,1.694
CNCn1ccc(=c2ccn(C)c(c2)N)cc1,1.695
CCc1c/c(=c\2/ccn(C)cc2/N=C(/C)\O)/ccn1C,1.695
Cn1cc/c(=c\2/ccn(C)c(c2)OC)/cc1c1ccccc1,1.695
CCC1=CN(C)C(=C[C]1[C]1C=CN(C)C=C1)C,1.695
CCc1cn(C)cc(c1=c1ccn(C)cc1)O,1.696
CN(C)c1cc(=c2ccn(C)cc2)cc(n1C)OCCOC,1.697
CCc1cc(=c2ccn(C)cc2)cc(n1C)OCCOC,1.697
CN(C)C1=CN(C)C=C[C]1[C]1C=CN(C)C=C1OC,1.697
Cn1ccc(=c2ccn(cc2)CN)cc1N,1.697
C=CCn1ccc(=c2ccn(C)c(c2)N)cc1,1.698
CCCn1ccc(=c2ccn(C)cc2N)cc1,1.698
Cn1ccc(=c2cc(n(C)cc2c2ccccc2)OCCOC)cc1,1.698
CNc1cc(=c2ccn(C)cc2)c(cn1C)OCCOCCOC,1.699
C/C(=N/c1cn(C)c(cc1=c1ccn(C)cc1)OC)/O,1.699
CNc1cc(=c2ccn(C)cc2)ccn1CN,1.699
CC(C)(C)C1=C[C](C=CN1C)[C]1C=CN(C)C=C1NC,1.7
C=CCn1ccc(=c2ccn(C)cc2)cc1OC,1.701
C/C(=N\Cn1ccc(=c2ccn(C)cc2)cc1NC)/O,1.701
C/C(=N/[C]1[CH]N(C)C=C[C]1[C]1C=CN(C)C=C1OC)/O,1.701
Cn1cc/c(=c\2/ccn(C)c(c2)OCCOCCOC)/cc1OCCOCCOC,1.702
CCc1cn(C)cc(c1=c1ccn(C)cc1)/N=C(/C)\O,1.702
CNC1=CN(C)C=C[C]1[C]1C=CN(C)C=C1,1.703
Cn1cc/c(=c\2/ccn(C)c(c2)N)/c(c1)OC,1.705
Cc1c/c(=c/2\ccn(C)c(c2)/N=C(/C)\O)/ccn1C,1.706
CNCn1ccc(=c2ccn(C)cc2)cc1N,1.706
CCc1cn(C)cc/c/1=c\1/ccn(C)c(C)c1,1.706
O[C@@]12[C@H]3N[C@@H]1[C]([O])[C@@]23O,1.706
CNc1c/c(=c\2/ccn(C)cc2c2ccccc2)/ccn1C,1.706
Cn1cc/c(=c/2\ccn(C)c(c2)OCCOCCOC)/cc1O,1.707
NC1=C[C](OC(=O)[CH]1)O,1.707
CNCn1ccc(=c2ccn(C)cc2)cc1OC,1.708
CNc1cc(=c2ccn(C)cc2)ccn1CN(C)C,1.708
C=CC1=C[C](C=CN1C)[C]1C=CN(C)C=C1NC,1.709
C/C(=N/c1c(=c2ccn(C)cc2)ccn(C)c1OCCOC)/O,1.709
Cn1ccc(=c2c(cn(C)cc2O)O)cc1,1.709
CCc1c/c(=c\2/ccn(C)c(c2)/N=C(/C)\O)/ccn1C,1.709
CN(C)c1cn(C)cc/c/1=c/1\ccn(C)c(c1)OC,1.709
CCC1=CN(C)C=C[C]1[C]1C=CN(C)C(=C1)N(C)C,1.71
C=Cc1c/c(=c\2/ccn(C)c(c2)OCCOCCOCCOC)/ccn1C,1.71
Cn1ccc(=c2ccn(CN)c(c2)N)cc1,1.711
CCC1=CN(C)C=C[C]1[C]1C=CN(C)C(=C1)OCCOC,1.712
NC1=N[CH]C(=N[C]1N)O,1.713
CN1C=C[C](C=C1)[C]1C=CN(C)C=C1N,1.713
CN(C)Cn1ccc(=c2ccn(C)c(c2)N)cc1,1.714
C/C(=N/c1c/c(=c/2\ccn(C)cc2C(C)(C)C)/ccn1C)/O,1.715
CN1C=C[C]([C]2C=CN(C)C=C2OCCOCCOC)C(=C1)O,1.715
NC1=CC(=O)[C](O)[CH]O1,1.715
Cn1cc/c(=c/2\ccn(C)c(c2)OCCOC)/c(c1)OCCOCCOC,1.716
Cn1ccc(=c2ccn(cc2)CC(=O)O)cc1OC,1.717
Cn1ccc(=c2ccn(CN)c(c2)OC)cc1,1.717
CCC[C@@](C)([C]=[CH])C#N,1.718
CCc1c(C)c(=c2ccn(C)cc2)ccn1C,1.718
C=CC1=C[C](C=CN1C)[C]1C=CN(C)C=C1N,1.718
C/C(=N/c1cn(C)cc/c/1=c\1/ccn(C)c(c1)C(C)(C)C)/O,1.719
C/C(=N/c1c/c(=c/2\ccn(C)c(c2)N(C)C)/ccn1C)/O,1.719
Cn1ccc(=c2c(cn(C)cc2N)N)cc1,1.72
CC1=CN(C)C=C[C]1[C]1C=CN(C)C=C1OCCOCCOCCOC,1.72
CNC1=CN(C)C=C[C]1[C]1C=CN(C=C1)CN,1.72
NC1=C(C(=NN[CH]1)O)[NH],1.721
CNCN1C=C[C](C=C1)[C]1C=CN(C)C=C1NC,1.721
NC(=N)N1[CH][N]CC1=O,1.723
CN(C)c1cc(=c2ccn(C)cc2)c(cn1C)N,1.723
O[C@H]1COC2=[N]=CO[C]12,1.724
CCc1c(=c2ccn(C)cc2)ccn(C)c1CC,1.724
CN(C)Cn1ccc(=c2ccn(C)c(c2)OCCOC)cc1,1.724
CCc1c/c(=c/2\ccn(C)cc2N(C)C)/ccn1C,1.725
C=CCn1ccc(=c2ccn(C)cc2)cc1N,1.725
C/C(=N/c1cc(=c2ccn(C)cc2)cc(C(C)(C)C)n1C)/O,1.725
CN(C)c1cn(C)c(cc1=c1ccn(C)cc1)OCCOCCOC,1.725
Cn1ccc(=c2c(cn(C)cc2OCCOC)O)cc1,1.726
C/C(=N/c1cn(C)cc/c/1=c/1\ccn(C)c(c1)C(C)(C)C)/O,1.727
Cc1c/c(=c/2\ccn(C)c(C)c2)/ccn1C,1.727
CCCn1ccc(=c2ccn(C)cc2)cc1/N=C(/C)\O,1.728
O[C@H]1CN[C]2[C]1N[N][N]2,1.728
C=CCn1ccc(=c2ccn(C)cc2/N=C(/C)\O)cc1,1.729
CCn1ccc(=c2ccn(C)c(c2)OCCOCCOC)cc1,1.729
Cn1ccc(=c2cc(n(C)cc2O)OCCOC)cc1,1.73
CNc1c/c(=c/2\ccn(C)c(c2)c2ccccc2)/ccn1C,1.731
[O][C]1OC[C@]21COC=N2,1.731
C/C(=N/c1cn(C)cc/c/1=c/1\ccn(C)c(c1)NC)/O,1.732
CNc1cn(C)cc(c1=c1ccn(C)cc1)N,1.733
Cn1cc/c(=c/2\ccn(C)c(c2)O)/c(c1)OCCOCCOC,1.733
Cc1cc(=c2ccn(C)cc2)c(cn1C)OCCOCCOCCOC,1.734
CCC1=CN(C)C=C[C]1[C]1C=CN(C)C=C1OCCOC,1.734
Cn1cc/c(=c/2\ccn(C)c(c2)N)/c(c1)c1ccccc1,1.734
CN(C)c1cn(C)cc/c/1=c/1\ccn(C)cc1O,1.735
C/C(=N/c1cn(C)c(cc1=c1ccn(C)cc1)C(C)(C)C)/O,1.735
C/C(=N/C1=C[C](C=CN1C)[C]1C=CN(C)C=C1O)/O,1.736
Cc1c/c(=c\2/ccn(C)c(c2)O)/ccn1C,1.736
CCc1cc(=c2ccn(C)cc2)c(C)cn1C,1.736
CCc1c/c(=c\2/ccn(C)cc2C)/ccn1C,1.736
Cc1c/c(=c/2\ccn(C)c(c2)N(C)C)/ccn1C,1.736
CNCn1ccc(=c2ccn(C)cc2)c(c1)N,1.738
CCn1ccc(=c2ccn(C)cc2)cc1OCCOCCOCCOC,1.738
Cc1cn(C)c(cc1=c1ccn(C)cc1)O,1.738
Cc1c/c(=c\2/ccn(C)c(c2)N(C)C)/ccn1C,1.739
CC1=CN(C)C=C([C]1[C]1C=CN(C)C=C1)OCCOCCOC,1.739
Cn1ccc(=c2ccn(cc2)Cc2ccccc2)c(c1)N,1.739
CNC1=CN(C)C=C[C]1[C]1C=CN(C=C1)CN(C)C,1.74
Cn1cc/c(=c\2/ccn(C)c(c2)N)/c(c1)OCCOCCOC,1.741
Cn1ccc(=c2ccn(C)c(c2)OCCOCCOCCOC)cc1,1.741
Oc1c[nH]c(O[CH][O])c1,1.741
Cc1cn(C)cc(c1=c1ccn(C)cc1)OC,1.742
C[C]1[CH]C(=NO1)OC=O,1.743
C=C[C]1[CH]N(C)C=C/C/1=c\1/ccn(C)cc1N(C)C,1.743
Cn1cc/c(=c\2/ccn(C)c(c2)O)/cc1O,1.743
CN(C)c1c/c(=c/2\ccn(C)c(c2)N(C)C)/ccn1C,1.744
Cn1ccc(=c2ccn(C)c(c2)OCCOCCOC)cc1,1.744
CCC1=CN(C)C=C[C]1[C]1C=CN(C)C=C1c1ccccc1,1.745
Cn1cc/c(=c/2\ccn(C)c(c2)O)/cc1O,1.746
C/C(=N/c1cn(C)c(cc1=c1ccn(C)cc1)N)/O,1.746
CN(C)c1c/c(=c/2\ccn(C)c(c2)OCCOC)/ccn1C,1.747
CCCn1ccc(=c2ccn(C)cc2)c(c1)N(C)C,1.747
C/C(=N/c1cc(=c2ccn(C)cc2)ccn1C)/O,1.747
CC(=N)NC1=NO[CH][N]1,1.748
C/C(=N/c1c/c(=c/2\ccn(C)c(c2)/N=C(/C)\O)/ccn1C)/O,1.748
CN(C)C1=CN(C)C=C[C]1[C]1C=CN(C)C=C1OCCOC,1.748
Cn1cc/c(=c/2\ccn(C)c(c2)OC)/c(c1)OCCOC,1.749
CN(C)c1c/c(=c/2\ccn(C)c(c2)O)/ccn1C,1.749
CCC1=CN(C)C=C[C]1[C]1C=CN(C)C=C1O,1.749
CN(C)c1c/c(=c\2/ccn(C)c(c2)O)/ccn1C,1.749
Nc1cc(N)nn1C=O,1.75
C/C(=N/c1cn(C)c(cc1=c1ccn(C)cc1)/N=C(/C)\O)/O,1.752
C/C(=N/c1cc(=c2ccn(C)cc2)c(cn1C)OCCOC)/O,1.752
Cn1ccc(=c2c(cn(C)cc2N)c2ccccc2)cc1,1.754
Cc1cc(=c2ccn(C)cc2)cc(n1C)OCCOCCOCCOC,1.754
CN(C)c1cn(C)c(cc1=c1ccn(C)cc1)O,1.755
CCc1c/c(=c\2/ccn(C)c(c2)O)/ccn1C,1.755
C/C(=N/c1cn(C)cc/c/1=c/1\ccn(C)c(c1)N)/O,1.755
CCc1cn(C)c(cc1=c1ccn(C)cc1)O,1.755
CCc1c/c(=c\2/ccn(C)c(c2)N(C)C)/ccn1C,1.756
Nc1c(N)c(=O)cn[nH]1,1.756
CCc1cn(C)ccc1=c1ccn(CC)cc1,1.756
CCCn1ccc(=c2ccn(C)cc2N(C)C)cc1,1.757
CC(C)(C)c1c/c(=c\2/ccn(C)cc2N(C)C)/ccn1C,1.758
CCc1c/c(=c\2/ccn(C)c(CC)c2)/ccn1C,1.759
Cn1ccc(=c2ccn(cc2)CN)cc1OCCOCCOC,1.759
C/C(=N/C1=C[C]([C]2C=CN(C)C=C2)C(=CN1C)NC)/O,1.759
Nc1cn(C=O)nc1N,1.764
C#CCn1ccc(=c2ccn(C)cc2)cc1NC,1.765
CC(C)(C)c1cn(C)c(cc1=c1ccn(C)cc1)O,1.765
C/C(=N/c1cn(C)cc(c1=c1ccn(C)cc1)N(C)C)/O,1.765
C=Cc1cn(C)cc/c/1=c\1/ccn(C)c(c1)OC,1.765
CC(=O)Cn1ccc(=c2ccn(C)c(c2)NC)cc1,1.765
CCc1cn(C)ccc1=c1ccn(C)cc1,1.766
Cc1c/c(=c\2/ccn(cc2)C/N=C(\C)/O)/ccn1C,1.767
CNc1cc(=c2ccn(cc2)CO)ccn1C,1.767
C#Cc1c/c(=c/2\ccn(C)c(c2)OCCOCCOCCOC)/ccn1C,1.768
N[C@@]12[C@H]3O[C@@H]1[C@H]3O[C]2[O],1.768
C/C(=N/c1c(=c2ccn(C)cc2)ccn(C)c1c1ccccc1)/O,1.768
CC(C)(C)Cn1ccc(=c2ccn(C)cc2)cc1OCCOCCOC,1.769
[O][C]1O[C@H]2CNC(=O)[C@@H]12,1.769
CCn1ccc(=c2ccn(C)cc2)c(C)c1,1.77
Cc1cn(C)c(cc1=c1ccn(C)cc1)C(C)(C)C,1.77
Cn1ccc(=c2ccn(C)c(c3ccccc3)c2N)cc1,1.771
C=Cc1c/c(=c/2\ccn(C)cc2N(C)C)/ccn1C,1.771
CC(C)(C)c1cn(C)cc/c/1=c/1\ccn(C)c(c1)OC,1.772
CNc1cn(C)c(cc1=c1ccn(C)cc1)O,1.772
Nc1c(O)c(=N)[nH]nc1,1.774
Cn1ccc(=c2ccn(cc2)Cc2ccccc2)cc1OCCOCCOC,1.774
CC1=C[C](C=CN1C)[C]1C=CN(C)C=C1O,1.774
CNc1cc(=c2ccn(C)cc2)ccn1COCCOCCOC,1.774
Cc1cn(C)cc/c/1=c\1/ccn(C)c(c1)O,1.774
CN(C)c1cn(C)ccc1=c1ccn(C)cc1,1.774
CC(C)(C)c1cc(=c2ccn(C)cc2)cc(n1C)OCCOCCOC,1.775
CCc1c/c(=c\2/ccn(C)cc2C(C)(C)C)/ccn1C,1.776
C#CCn1ccc(=c2ccn(C)c(c2)OCCOC)cc1,1.777
Cn1ccc(=c2ccn(Cc3ccccc3)c(c2)OCCOCCOCCOC)cc1,1.777
C=Cc1cn(C)cc/c/1=c\1/ccn(C)cc1C=C,1.777
CC(C)(C)c1cn(C)cc/c/1=c\1/ccn(C)c(c1)N(C)C,1.778
C/C(=N/c1c/c(=c/2\ccn(C)cc2N(C)C)/ccn1C)/O,1.779
Cn1ccc(=c2ccn(C)c(c2OCCOC)OCCOCCOC)cc1,1.779
Cn1ccc(=c2ccn(C)cc2OCCOCCOCCOC)cc1,1.779
O=CC[C]1[N]CC(=O)O1,1.779
Cn1ccc(=c2cc(c3ccccc3)n(C)c(c2)N)cc1,1.78
CCCn1ccc(=c2ccn(C)c(c2)O)cc1,1.78
C/C(=N/c1cc(=c2ccn(cc2)Cc2ccccc2)ccn1C)/O,1.78
CC1=C([C](C=CN1C)[C]1C=CN(C)C=C1)O,1.781
O[C@H]1CN2[C]1[N]NC2=N,1.782
C/C(=N\Cn1cc/c(=c/2\ccn(C)c(c2)O)/cc1)/O,1.782
Cc1cn(C)ccc1=c1ccn(C)cc1,1.783
CNc1cn(C)cc(c2ccccc2)c1=c1ccn(C)cc1,1.784
C/C(=N\CN1C=C[C](C=C1)[C]1C=CN(C)C=C1NC)/O,1.784
C=Cc1cc(=c2ccn(C)cc2)c(cn1C)N(C)C,1.785
C=CCN1C=C[C](C(=C1)CC)[C]1C=CN(C)C=C1,1.785
C#Cc1c/c(=c/2\ccn(C)c(c2)OCCOCCOC)/ccn1C,1.786
Cc1c(c2ccccc2)c(=c2ccn(C)cc2)ccn1C,1.787
C=Cc1cn(C)cc/c/1=c\1/ccn(C)c(c1)OCCOC,1.787
CC(C)(C)c1cn(C)c(cc1=c1ccn(C)cc1)N(C)C,1.787
CCc1cn(ccc1=c1ccn(C)cc1)CNC,1.787
Cn1ccc(=c2ccn(C)c(c2N)OC)cc1,1.787
C/C(=N/c1cn(C)cc/c/1=c\1/ccn(C)c(c1)N(C)C)/O,1.788
C=Cc1c/c(=c/2\ccn(C)cc2C(C)(C)C)/ccn1C,1.788
Cn1ccc(=c2ccn(cc2)COC)cc1OC,1.788
Cc1cc(=c2ccn(C)cc2)ccn1C,1.788
C#Cc1c/c(=c\2/ccn(C)c(c2)OCCOC)/ccn1C,1.788
C#Cc1cn(C)cc/c/1=c\1/ccn(C)cc1N(C)C,1.789
CC1=C[C]([C]2C=CN(C)C=C2)C(=CN1C)O,1.79
C/C(=N/c1c/c(=c/2\ccn(C)c(c2)O)/ccn1C)/O,1.791
O[C]1C=CC(=C([NH])O1)O,1.792
CN(C)C1=CN(C)C=C[C]1[C]1C=CN(C)C=C1OCCOCCOC,1.792
C=Cc1cn(C)c(cc1=c1ccn(C)cc1)OCCOC,1.792
CN(C)c1cc(=c2ccn(C)cc2)ccn1C,1.792
Cc1c/c(=c/2\ccn(C)cc2OC)/ccn1C,1.792
CN(C)c1c(=c2ccn(C)cc2)ccn(C)c1OC,1.792
CC(=O)Cn1ccc(=c2ccn(C)c(c2)OCCOC)cc1,1.793
C=Cc1c(C)c(=c2ccn(C)cc2)ccn1C,1.793
CC1=NO[C](NC=N)[N]1,1.793
Oc1c(O)n(C=O)cc1,1.793
CC[C]1C(=c2ccn(C)cc2)C=CN(C)[C]1C=C,1.794
Cn1ccc(=c2ccn(C)c(c2)O)cc1,1.795
CCc1c(c(=c2ccn(C)cc2)ccn1C)OC,1.795
CNc1c(=c2ccn(C)cc2)ccn(C)c1N(C)C,1.795
C=Cc1c/c(=c/2\ccn(C)c(c2)N(C)C)/ccn1C,1.795
C[C]1N=[C](=[N]=C(O)N1)[NH],1.795
C#CC1=CN(C)C=C[C]1[C]1C=CN(C)C=C1NC,1.795
C/C(=N/[C]1[C](C(=c2ccn(C)cc2)C=CN1C)C(C)(C)C)/O,1.795
Cn1ccc(=c2cc(c3ccccc3)n(C)c(c2)OC)cc1,1.796
O=C1OCC(CO1)[C]=[N],1.797
Cn1ccc(=c2ccn(CC(=O)O)c(c2)OCCOC)cc1,1.797
CCn1ccc(=c2ccn(C)cc2)c(c1)C(C)(C)C,1.797
Cc1cn(C)ccc1=c1ccn(cc1)CNC,1.797
CN(C)C1=C([C](C=CN1C)[C]1C=CN(C)C=C1)O,1.797
CNCn1ccc(=c2ccn(C)cc2)c(c1)N(C)C,1.798
CNc1c(c2ccccc2)c(=c2ccn(C)cc2)ccn1C,1.798
CNc1cc(=c2ccn(cc2)COCCOCCOC)ccn1C,1.798
CN(C)c1c(c(=c2ccn(C)cc2)ccn1C)OCCOCCOC,1.798
O[C@H]1[C@H]2[C@@H]1C(=O)NC2=O,1.799
C#CC1=C[C](C=CN1C)[C]1C=CN(C)C=C1NC,1.799
CNc1cc(=c2ccn(C)cc2)ccn1COCCOCCOCCOC,1.8
CN/C=N/[C]1=NOC=[N]=1,1.8
Cc1cc(=c2ccn(C)cc2)cc(C(C)(C)C)n1C,1.8
C#Cc1c/c(=c\2/ccn(C)c(c2)OCCOCCOCCOC)/ccn1C,1.8
CC(C)(C)[C]1[CH]N(C)C=C(C1=c1ccn(C)cc1)OC,1.801
C#Cc1cn(C)cc/c/1=c\1/ccn(C)c(c1)OCCOCCOCCOC,1.801
C/C(=N/c1c/c(=c\2/ccn(C)c(c2)N(C)C)/ccn1C)/O,1.801
CC(C)(C)c1cc(=c2ccn(C)cc2)c(cn1C)N(C)C,1.801
CCc1c/c(=c/2\ccn(C)cc2OCCOCCOC)/ccn1C,1.802
CCc1cc(=c2ccn(C)cc2)ccn1C,1.802
C=Cc1c/c(=c\2/ccn(C)c(CC)c2)/ccn1C,1.802
Cc1cn(C)ccc1=c1ccn(cc1)CN,1.802
Cc1cn(ccc1=c1ccn(C)cc1)CNC,1.803
C#Cc1cn(C)cc/c/1=c\1/ccn(C)c(c1)OCCOC,1.803
[O][C]1O[C@H]2CC(=O)N[C@@H]12,1.803
CCCn1ccc(=c2ccn(C)cc2)cc1CC,1.803
O[C@H]1[C@H]2O[C@@H]1[C@]2(O)[C]=[N],1.803
CCC1=C[C]([C]2C=CN(C)C=C2)C(=CN1C)O,1.803
CC(C)(C)c1cn(C)ccc1=c1ccn(C)cc1,1.804
C=Cc1c/c(=c/2\ccn(C)c(CC)c2)/ccn1C,1.804
CN(C)c1c(c(=c2ccn(C)cc2)ccn1C)OCCOCCOCCOC,1.804
CNc1cc(=c2ccn(C)cc2)ccn1CO,1.804
CCc1cn(C)cc/c/1=c\1/ccn(C)c(c1)c1ccccc1,1.804
Cc1c/c(=c/2\ccn(C)cc2/N=C(/C)\O)/ccn1C,1.805
